"Código","Unidade Territorial","UF","Referência","Número de famílias beneficiárias do Programa Bolsa Família (até outubro/2021)","Número de famílias beneficiárias do Programa Bolsa Família (a partir de março/2023)","Valor total repassado às famílias beneficiárias do Programa Bolsa Família (até outubro/2021)","Valor total repassado às famílias beneficiárias do Programa Bolsa Família (a partir de março/2023)","Valor médio do benefício do Programa Bolsa Família (até outubro/2021)","Valor médio do benefício do Programa Bolsa Família (a partir de março/2023)"
"250010","ÁGUA BRANCA","PB","09/2025","","1828","","1238629","","677,59"
"250010","ÁGUA BRANCA","PB","07/2025","","1838","","1241933,0","","675,70"
"250010","ÁGUA BRANCA","PB","06/2025","","1908","","1280014","","670,87"
"250010","ÁGUA BRANCA","PB","05/2025","","1910","","1284998,0","","673,13"
"250010","ÁGUA BRANCA","PB","04/2025","","1910","","1295305,0","","678,88"
"250010","ÁGUA BRANCA","PB","03/2025","","1909","","1286950","","674,86"
"250010","ÁGUA BRANCA","PB","02/2025","","1902","","1283583,0","","674,86"
"250010","ÁGUA BRANCA","PB","01/2025","","1905","","1288178","","676,21"
"250010","ÁGUA BRANCA","PB","01/2008","1441","","120987","","83,96",""
"250010","ÁGUA BRANCA","PB","06/2008","1442","","125767","","87,22",""
"250010","ÁGUA BRANCA","PB","10/2018","1614","","419548","","259,94",""
"250010","ÁGUA BRANCA","PB","09/2018","1615","","421845","","261,20",""
"250010","ÁGUA BRANCA","PB","08/2018","1628","","422960","","259,80",""
"250010","ÁGUA BRANCA","PB","07/2018","1632","","423013","","259,20",""
"250010","ÁGUA BRANCA","PB","09/2021","1567","","295539","","188,60",""
"250010","ÁGUA BRANCA","PB","10/2021","1567","","295761","","188,74",""
"250010","ÁGUA BRANCA","PB","12/2025","","1785","","1224082","","686,91"
"250010","ÁGUA BRANCA","PB","11/2025","","1787","","1220171,0","","682,80"
"250010","ÁGUA BRANCA","PB","10/2025","","1809","","1224674","","676,99"
"250010","ÁGUA BRANCA","PB","01/2024","","1861","","1278785,0","","687,15"
"250010","ÁGUA BRANCA","PB","02/2024","","1865","","1285666,0","","689,37"
"250010","ÁGUA BRANCA","PB","04/2024","","1872","","1273248,0","","680,52"
"250010","ÁGUA BRANCA","PB","06/2017","1673","","437201","","261,33",""
"250010","ÁGUA BRANCA","PB","07/2017","1633","","427274","","261,65",""
"250010","ÁGUA BRANCA","PB","03/2014","1629","","345850","","212,31",""
"250010","ÁGUA BRANCA","PB","09/2017","1680","","433288","","257,91",""
"250010","ÁGUA BRANCA","PB","06/2014","1658","","392918","","236,98",""
"250010","ÁGUA BRANCA","PB","10/2017","1679","","433167","","257,99",""
"250010","ÁGUA BRANCA","PB","01/2013","1577","","299516","","189,93",""
"250010","ÁGUA BRANCA","PB","09/2013","1672","","343436","","205,40",""
"250010","ÁGUA BRANCA","PB","03/2013","1556","","315056","","202,48",""
"250010","ÁGUA BRANCA","PB","09/2006","1515","","107489,00","","70,95",""
"250010","ÁGUA BRANCA","PB","11/2017","1677","","431927","","257,56",""
"250010","ÁGUA BRANCA","PB","12/2017","1698","","435468","","256,46",""
"250010","ÁGUA BRANCA","PB","08/2013","1672","","340968","","203,93",""
"250010","ÁGUA BRANCA","PB","11/2014","1763","","415291","","235,56",""
"250010","ÁGUA BRANCA","PB","09/2014","1771","","414403","","233,99",""
"250010","ÁGUA BRANCA","PB","05/2013","1521","","312586","","205,51",""
"250010","ÁGUA BRANCA","PB","10/2014","1767","","414790","","234,74",""
"250010","ÁGUA BRANCA","PB","10/2013","1659","","344942","","207,92",""
"250010","ÁGUA BRANCA","PB","12/2006","1503","","108053","","71,89",""
"250010","ÁGUA BRANCA","PB","05/2006","1259","","92971,00","","73,85",""
"250010","ÁGUA BRANCA","PB","02/2006","1252","","93170","","74,42",""
"250010","ÁGUA BRANCA","PB","08/2017","1696","","438611","","258,61",""
"250010","ÁGUA BRANCA","PB","05/2014","1656","","354100","","213,83",""
"250010","ÁGUA BRANCA","PB","08/2014","1771","","413418","","233,44",""
"250010","ÁGUA BRANCA","PB","12/2014","1762","","418092","","237,28",""
"250010","ÁGUA BRANCA","PB","08/2006","1515","","107245,00","","70,79",""
"250010","ÁGUA BRANCA","PB","04/2006","1276","","94942,00","","74,41",""
"250010","ÁGUA BRANCA","PB","01/2014","1638","","343520","","209,72",""
"250010","ÁGUA BRANCA","PB","04/2014","1666","","354532","","212,80",""
"250010","ÁGUA BRANCA","PB","01/2006","1260","","93694","","74,36",""
"250010","ÁGUA BRANCA","PB","07/2014","1782","","415234","","233,02",""
"250010","ÁGUA BRANCA","PB","02/2013","1548","","299370","","193,39",""
"250010","ÁGUA BRANCA","PB","12/2013","1649","","344658","","209,01",""
"250010","ÁGUA BRANCA","PB","04/2013","1529","","312286","","204,24",""
"250010","ÁGUA BRANCA","PB","02/2014","1650","","346750","","210,15",""
"250010","ÁGUA BRANCA","PB","10/2006","1511","","107778","","71,33",""
"250010","ÁGUA BRANCA","PB","01/2017","1705","","445913","","261,53",""
"250010","ÁGUA BRANCA","PB","06/2006","1524","","108719","","71,34",""
"250010","ÁGUA BRANCA","PB","02/2017","1718","","450371","","262,15",""
"250010","ÁGUA BRANCA","PB","03/2017","1720","","449778","","261,50",""
"250010","ÁGUA BRANCA","PB","04/2017","1709","","449216","","262,85",""
"250010","ÁGUA BRANCA","PB","07/2006","1516","","107340,00","","70,80",""
"250010","ÁGUA BRANCA","PB","11/2013","1654","","344696","","208,40",""
"250010","ÁGUA BRANCA","PB","11/2006","1516","","108771","","71,75",""
"250010","ÁGUA BRANCA","PB","05/2017","1697","","446041","","262,84",""
"250010","ÁGUA BRANCA","PB","03/2006","1259","","93812","","74,51",""
"250010","ÁGUA BRANCA","PB","07/2013","1677","","338998","","202,15",""
"250010","ÁGUA BRANCA","PB","06/2013","1538","","321152","","208,81",""
"250010","ÁGUA BRANCA","PB","03/2009","1401","","132972","","94,91",""
"250010","ÁGUA BRANCA","PB","10/2009","1335","","141649","","106,10",""
"250010","ÁGUA BRANCA","PB","01/2019","1592","","415542","","261,02",""
"250010","ÁGUA BRANCA","PB","12/2019","1516","","396933","","261,83",""
"250010","ÁGUA BRANCA","PB","08/2019","1560","","402290","","257,88",""
"250010","ÁGUA BRANCA","PB","09/2012","1572","","264380","","168,18",""
"250010","ÁGUA BRANCA","PB","05/2009","1362","","128946","","94,67",""
"250010","ÁGUA BRANCA","PB","02/2012","1573","","195272","","124,14",""
